labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug
2,DO,Emergency Medicine,91,86,91,86.01,138.40659341,O,F,N
3,DO,Emergency Medicine,94,93,94,136.89,759,F,F,N
0,MD,Other,35,29,29,34.07,104,O,M,N
0,MD,Other,41,41,41,106.31,216,O,M,N
0,MD,Other,148,98,148,71.51,118,O,M,N
0,MD,Other,149,58,71,5.845704698,12,O,M,Y
1,MD,Anesthesiology,22,22,22,67.900909091,1132.5,F,M,N
0,Organization,Neurology,77,77,77,165.61415584,168.24909091,O,M,N
2,MD,Family Practice,171,171,171,21.82,25,O,F,N
2,MD,Family Practice,13,13,13,52.93,200,O,F,N
2,Other,Physical Therapist in Private Practice,515,28,316,32.575495146,56.35,O,F,N
1,MD,Diagnostic Radiology,64,64,64,92.23265625,332,F,M,N
1,MD,Diagnostic Radiology,47,44,46,65.63,228,F,M,N
1,MD,Diagnostic Radiology,14,14,14,81.107142857,283,F,M,N
1,MD,Diagnostic Radiology,24,22,22,9.61,34,F,M,N
0,MD,Diagnostic Radiology,39,38,39,79.379230769,343,O,M,N
1,MD,Diagnostic Radiology,27,27,27,39.61,141,F,M,N
1,MD,Other,19,13,19,141.66894737,1172.1052632,F,M,N
1,MD,Other,13,13,13,75.491538462,1046.1538462,F,M,N
1,MD,Other,48,48,48,52.07,855,F,M,N
1,MD,Other,12,12,12,32.37,270,F,M,N
0,Organization,Mass Immunizer Roster Biller,145,143,145,14.928,14.928,O,O,N
0,DO,Orthopedic Surgery,22,15,22,29.88,48,O,M,N
1,MD,Gastroenterology,12,12,12,123.84,530,F,M,N
2,PT,Physical Therapist in Private Practice,39,13,36,23.56,60,O,F,N
2,PT,Physical Therapist in Private Practice,285,31,119,29.490631579,61,O,F,N
2,MD,Internal Medicine,194,104,194,3,10,O,F,N
2,MD,Internal Medicine,39,39,39,24.05,60,O,F,Y
2,MD,Internal Medicine,32,31,32,15.86,80,O,F,N
2,MD,Internal Medicine,126,71,126,68.72,200,O,F,N
2,MD,Family Practice,14,14,14,17.84,40,O,F,Y
2,MD,Family Practice,86,24,86,64.34,130,O,F,N
3,MD,Internal Medicine,15,15,15,146.43,257.33333333,F,F,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),30,30,30,130.304,932.5,F,M,N
0,MD,Urology,54,33,54,31.658148148,121.11111111,O,M,N
0,OD,Optometry,43,22,43,125.10139535,360,O,M,N
1,MD,Diagnostic Radiology,12,11,11,8.3933333333,37,F,M,N
2,Other,Nurse Practitioner,63,36,63,3,15,O,F,N
1,MD,Diagnostic Radiology,148,146,148,51.092905405,180.16216216,F,M,N
1,MD,Diagnostic Radiology,28,28,28,8.59,29.5,F,M,N
1,MD,Diagnostic Radiology,21,21,21,8.23,28.238095238,F,M,N
1,MD,Diagnostic Radiology,15,15,15,8.23,28.2,F,M,N
1,MD,Diagnostic Radiology,77,70,71,9.26,32.285714286,F,M,N
1,MD,Diagnostic Radiology,230,227,230,87.72426087,306.24347826,F,M,N
1,MD,Diagnostic Radiology,17,17,17,117.22,400.76470588,F,M,N
1,MD,Diagnostic Radiology,21,21,21,21.73,64.238095238,F,M,N
0,MD,Diagnostic Radiology,752,444,752,57.475797872,144.2712766,O,M,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),12,12,12,180.87166667,816.66666667,F,F,N
2,MD,Internal Medicine,13,12,13,127.84,300,O,F,N
0,Other,Other,454,28,454,25.92,50,O,M,N
0,Other,Other,676,41,676,37.45,65,O,M,N
3,MD,Internal Medicine,44,21,44,71.07,123,F,F,N
1,MD,Anesthesiology,43,43,43,85.413953488,477.40465116,F,M,N
2,Other,Other,30,30,30,36.38,120,O,F,N
0,Other,Nurse Practitioner,88,79,88,39.364772727,84,O,M,N
0,Other,Nurse Practitioner,105,80,105,23.303142857,55,O,M,N
1,MD,Diagnostic Radiology,30,30,30,73.454666667,610,F,M,N
1,MD,Diagnostic Radiology,93,83,91,10.83,95,F,M,N
1,MD,Diagnostic Radiology,44,43,44,90.706818182,790,F,M,N
1,MD,Diagnostic Radiology,12,12,12,112.82,980,F,M,N
1,MD,Diagnostic Radiology,133,132,133,72.186466165,274.72932331,F,M,N
1,MD,Diagnostic Radiology,16,16,16,70.809375,267.625,F,M,N
1,MD,Diagnostic Radiology,31,30,30,8.6948387097,30.516129032,F,M,N
1,MD,Diagnostic Radiology,96,92,92,66.033541667,244.125,F,M,N
1,MD,Diagnostic Radiology,18,18,18,14.6,76.888888889,F,M,N
1,MD,Diagnostic Radiology,44,41,42,9.28,38.636363636,F,M,N
1,MD,Diagnostic Radiology,55,53,53,8.1661818182,29.342363636,F,M,N
1,MD,Diagnostic Radiology,63,62,62,48.549365079,171.6031746,F,M,N
1,MD,Diagnostic Radiology,25,25,25,28.0448,108.2,F,M,N
1,MD,Diagnostic Radiology,12,11,11,35.768333333,149.66666667,F,M,N
1,MD,Diagnostic Radiology,49,49,49,39.794489796,140.28571429,F,M,N
1,MD,Diagnostic Radiology,60,60,60,35.625166667,111.15,F,M,N
1,MD,Diagnostic Radiology,59,59,59,28.921355932,121.71186441,F,M,N
2,Other,Physical Therapist in Private Practice,128,12,108,31.1315625,114,O,F,N
2,MD,Diagnostic Radiology,39,39,39,61.121282051,244.94871795,O,F,N
3,MD,Diagnostic Radiology,33,33,33,92.47969697,359.6969697,F,F,N
3,MD,Diagnostic Radiology,13,13,13,11.42,44,F,F,N
3,MD,Diagnostic Radiology,27,26,26,8.9,35,F,F,N
3,MD,Diagnostic Radiology,17,15,15,9.62,38,F,F,N
2,MD,Diagnostic Radiology,15,15,15,102.24,396.06666667,O,F,N
2,MD,Diagnostic Radiology,28,18,18,94.994285714,220.60714286,O,F,N
2,MD,Internal Medicine,18,14,18,116.85,275.38888889,O,F,N
1,MD,Radiation Oncology,15,15,15,415.45,1300,F,M,N
0,MD,Radiation Oncology,51,51,51,415.45,1595.7058824,O,M,N
1,MD,Radiation Oncology,144,29,144,185.23,656,F,M,N
0,MD,Radiation Oncology,46,46,46,128.13,383.73913043,O,M,N
0,MD,Medical Oncology,86,31,86,3,17.07,O,M,N
2,PT,Physical Therapist in Private Practice,1058,52,529,29.258988658,45,O,F,N
3,MD,Family Practice,309,304,309,202.77941748,402.34951456,F,F,N
3,DO,Emergency Medicine,153,151,153,112.81,550.64705882,F,F,N
0,DPM,Podiatry,826,201,826,64.18,70.6,O,M,N
2,MD,Family Practice,16,14,16,159.21,395,O,F,N
2,MD,Family Practice,45,45,45,113.36,153,O,F,N
2,Other,Physical Therapist in Private Practice,892,110,530,25.156816143,50.121143498,O,F,N
2,Other,Physical Therapist in Private Practice,396,92,396,10.882424242,35,O,F,N
0,MD,Physical Medicine and Rehabilitation,68,45,68,61.166470588,183,O,M,N
0,MD,Physical Medicine and Rehabilitation,40,21,40,245.09,613,O,M,N
0,MD,Physical Medicine and Rehabilitation,106,55,106,169.28028302,400,O,M,N
0,MD,Physical Medicine and Rehabilitation,48,39,48,420.10104167,793,O,M,N
0,MD,Physical Medicine and Rehabilitation,205,205,205,164.04,391,O,M,N
0,MD,Ophthalmology,26,23,26,88.856153846,304,O,M,N
0,MD,Orthopedic Surgery,66,57,64,48.58,136.24242424,O,M,N
0,MD,Orthopedic Surgery,47,38,43,9.4404255319,29.234042553,O,M,N
0,MD,Pulmonary Disease,306,296,306,48.17,200,O,M,N
2,Other,Physician Assistant,279,185,279,66.011827957,206.87455197,O,F,N
1,MD,Anesthesiology,18,18,18,65.41,1171,F,M,N
1,DO,Anesthesiology,52,51,52,85.491153846,691.34615385,F,M,N
0,MD,Urology,14,14,14,120.42,241.08,O,M,N
0,MD,Urology,11,11,11,263.9,450.06,O,M,N
0,MD,Urology,18,18,18,214.79,419.2,O,M,N
0,DO,General Surgery,22,19,22,70.015454545,138,O,M,N
1,DO,General Surgery,46,44,46,101.46130435,196,F,M,N
1,DO,General Surgery,18,18,18,202.57666667,390,F,M,N
3,MD,Internal Medicine,23,23,23,69.78,222,F,F,N
1,MD,Diagnostic Radiology,13,13,13,41.358461538,191,F,M,N
1,MD,Diagnostic Radiology,11,11,11,13.57,44,F,M,N
1,MD,Diagnostic Radiology,36,36,36,28.915,100,F,M,N
2,Other,Other,19,14,19,52.371578947,52.51,O,F,N
0,MD,Urology,29,29,29,352.79,500,O,M,N
1,MD,Urology,42,33,42,144.24214286,857.14285714,F,M,N
1,MD,Urology,31,26,31,455.24387097,670,F,M,N
1,MD,Urology,47,37,47,18.85,40,F,M,N
0,MD,Urology,15,11,15,93.01,150,O,M,N
1,MD,Urology,72,54,72,41.84,55,F,M,N
1,MD,Urology,14,13,14,111.34,142,F,M,N
0,MD,Cardiology,11,11,11,170.67545455,342,O,M,N
1,MD,Cardiology,88,87,88,62.31,94,F,M,N
0,MD,Cardiology,25,25,25,154.67,186,O,M,N
1,MD,Cardiology,114,62,114,100.36,120,F,M,N
0,MD,Cardiology,108,27,27,55.328796296,66,O,M,Y
2,PT,Physical Therapist in Private Practice,284,57,211,26.565598592,55,O,F,N
2,MD,Other,44,24,34,38.949318182,235.22727273,O,F,N
2,MD,Other,16,15,16,156.55,625,O,F,N
2,MD,Other,125,125,125,72.49,150.224,O,F,N
2,MD,Other,63,63,63,70.93,144,O,F,N
2,ARNP,Nurse Practitioner,13,12,13,74.621538462,248,O,F,N
3,Other,Other,81,11,81,91.26,255,F,F,N
1,MD,Emergency Medicine,453,394,409,8.21,67,F,M,N
2,MD,Family Practice,215,132,215,81.397906977,216.36251163,O,F,N
2,Other,Nurse Practitioner,20,20,20,43.936,43.9995,O,F,Y
0,DO,Cardiology,77,76,77,78.89,122.33766234,O,M,N
1,DO,Cardiology,405,343,396,8.52,13.117580247,F,M,N
1,DO,Cardiology,496,493,496,63.77,330.74455645,F,M,N
0,DO,Cardiology,138,137,138,223.77826087,322.53572464,O,M,N
1,DO,Cardiology,50,49,50,25.71,180.6736,F,M,N
1,DO,Cardiology,55,49,55,12.51,176.85454545,F,M,N
1,MD,Cardiology,12,12,12,21.65,93,F,M,N
1,MD,Cardiology,376,284,376,48.95,161,F,M,N
0,MD,Hematology-Oncology,14,11,14,13.32,33,O,M,N
0,MD,Hematology-Oncology,49,17,49,27.98,75,O,M,N
0,MD,Hematology-Oncology,37,21,37,56.6,154,O,M,N
0,MD,Hematology-Oncology,148,148,148,209,484.5472973,O,M,N
0,MD,Hematology-Oncology,194,19,38,12.715618557,36,O,M,Y
0,MD,Hematology-Oncology,695,15,90,5.877294964,355,O,M,Y
0,MD,Other,100,100,100,98.54,336,O,M,N
0,MD,Other,22,22,22,39.68,134,O,M,N
1,MD,Pulmonary Disease,23,22,23,40.346086957,908,F,M,N
0,MD,Pulmonary Disease,199,195,199,51.78,155.52261307,O,M,N
1,MD,Pulmonary Disease,97,67,97,102.52,306.10309278,F,M,N
2,PT,Physical Therapist in Private Practice,77,75,77,85.227272727,121,O,F,N
0,PA,Physician Assistant,36,33,36,40.69,84.004166667,O,M,N
0,PA,Physician Assistant,85,83,85,99.072470588,154.95011765,O,M,N
1,MD,Neurology,219,126,219,76.08,160.06849315,F,M,N
2,MD,Physical Medicine and Rehabilitation,160,103,160,61.6401875,166.5125,O,F,N
2,MD,Physical Medicine and Rehabilitation,17,14,14,86.76,173.47058824,O,F,N
2,Other,Nurse Practitioner,58,55,57,9.46,28,O,F,N
2,Other,Nurse Practitioner,111,27,31,213.62135135,1300,O,F,Y
1,MD,Internal Medicine,13,13,13,75.1,322.38461538,F,M,N
2,MD,Family Practice,21,19,19,25.11,51,O,F,N
1,MD,Family Practice,19,18,19,221.48,372.52631579,F,M,N
3,MD,Internal Medicine,29,28,29,229.89,550,F,F,N
3,MD,Internal Medicine,126,48,126,81.53,225,F,F,N
2,Other,Other,185,26,185,24.653783784,89,O,F,N
3,MD,Other,28,14,14,258.40321429,690.98214286,F,F,N
2,MD,Other,88,49,88,119.23,275.68181818,O,F,N
1,MD,Interventional Cardiology,53,52,53,198.40509434,1714.0943396,F,M,N
0,OD,Optometry,64,17,30,91.49765625,112.890625,O,M,N
0,OD,Optometry,204,199,204,65.18,102,O,M,N
1,Organization,Ophthalmology,98,93,98,97.87,871.42857143,F,M,N
0,MD,Dermatology,16,12,12,33.7,58,O,M,N
0,MD,Dermatology,17,17,17,196.19470588,651.11764706,O,M,N
0,MD,Dermatology,57,19,23,5.7829824561,13.929824561,O,M,N
0,MD,Dermatology,13,13,13,113.78,180,O,M,N
0,MD,Dermatology,80,60,63,396.428625,754.4,O,M,N
2,PT,Physical Therapist in Private Practice,107,30,107,21.937850467,79.205607477,O,F,N
2,MD,Ophthalmology,497,313,497,90.96889336,95.271629779,O,F,N
2,MD,Ophthalmology,95,90,95,43.549157895,99.736842105,O,F,N
2,MD,Obstetrics & Gynecology,23,20,23,70.39,114,O,F,N
2,MD,Family Practice,75,75,75,112.77,231.48346667,O,F,N
0,Organization,Optometry,16,16,16,93.56875,94.75,O,M,N
1,MD,Diagnostic Radiology,11,11,11,11.04,35.14,F,M,N
1,MD,Diagnostic Radiology,52,50,52,11.04,35.14,F,M,N
0,MD,Diagnostic Radiology,19,18,18,8.58,27.34,O,M,N
1,MD,Diagnostic Radiology,38,38,38,66.704210526,213.36,F,M,N
1,MD,Diagnostic Radiology,17,16,17,38.11,68,F,M,N
2,MD,Family Practice,499,301,499,8.4476152305,18,O,F,N
2,MD,Family Practice,103,11,103,5.39,9.7087378641,O,F,N
0,MD,Ophthalmology,30,26,30,352.35,785.46666667,O,M,N
0,MD,Ophthalmology,125,99,118,76.38976,204,O,M,N
0,MD,Ophthalmology,215,154,215,78.11,162,O,M,N
2,MD,Family Practice,90,55,90,62.374333333,371.54444444,O,F,N
0,Organization,Other,469,327,469,410.96746269,947.54797441,F,O,N
0,MD,Physical Medicine and Rehabilitation,27,13,27,69.33,275,O,M,N
1,MD,Anesthesiology,25,25,25,50.13,522,F,M,N
1,MD,Diagnostic Radiology,12,12,12,59.331666667,177,F,M,N
1,MD,Diagnostic Radiology,96,95,96,78.04125,241,F,M,N
1,MD,Diagnostic Radiology,23,23,23,79.022608696,262,F,M,N
1,MD,Diagnostic Radiology,18,18,18,123.53,389,F,M,N
2,DO,Family Practice,25,18,25,25.11,75,O,F,N
0,PT,Physical Therapist in Private Practice,46,44,46,90.67,116.95652174,O,M,N
3,MD,Psychiatry,100,99,100,138.78,200.5,F,F,N
0,MD,Orthopedic Surgery,34,17,34,30.22,109,O,M,N
1,MD,Family Practice,12,12,12,144.85,315,F,M,N
2,MD,Otolaryngology,91,76,91,104.30373626,404.42857143,O,F,N
2,MD,Otolaryngology,254,21,254,9.15,30.850393701,O,F,N
0,Organization,Centralized Flu,61,61,61,49.58852459,49.799016393,O,O,Y
1,MD,Gastroenterology,87,85,87,27.949885057,35,F,M,N
1,MD,Emergency Medicine,248,240,248,179.1383871,1254.3830645,F,M,N
1,MD,Emergency Medicine,43,43,43,227.4127907,1556.1348837,F,M,N
0,MD,Internal Medicine,41,41,41,112.84,199,O,M,N
3,MD,Internal Medicine,168,108,168,70.18,125,F,F,N
3,MD,Internal Medicine,15,14,15,104.14,185,F,F,N
2,MD,Psychiatry,47,22,47,66.303404255,66.35,O,F,N
3,MD,Anesthesiology,22,22,22,72.420909091,688.925,F,F,N
2,MD,Family Practice,13,13,13,54,54,O,F,Y
0,MD,Internal Medicine,20,20,20,11.99,61.09,O,M,N
0,MD,Internal Medicine,84,83,84,122.98559524,307.15559524,O,M,N
0,Organization,Centralized Flu,158,156,158,19.4,19.4,O,O,N
1,MD,Internal Medicine,32,27,32,39.44,116,F,M,N
0,MD,Dermatology,176,138,176,108.50664773,175,O,M,N
0,MD,Dermatology,12,11,11,153.905,250,O,M,N
0,MD,Dermatology,24,17,24,365.33541667,481.25,O,M,Y
1,DO,Internal Medicine,113,73,113,71.56,137.96460177,F,M,N
1,MD,Diagnostic Radiology,81,80,81,63.160123457,382.5,F,M,N
1,MD,Diagnostic Radiology,15,15,15,9.074,51,F,M,N
1,MD,Diagnostic Radiology,16,15,16,8.633125,51,F,M,N
1,MD,Diagnostic Radiology,19,19,19,9.7168421053,51,F,M,N
1,MD,Diagnostic Radiology,111,98,104,8.7018918919,47.5,F,M,N
1,MD,Diagnostic Radiology,11,11,11,57.495454545,323.5,F,M,N
1,MD,Diagnostic Radiology,102,100,102,9.4093137255,51,F,M,N
1,MD,Diagnostic Radiology,196,192,196,93.717602041,677.63265306,F,M,N
3,MD,General Surgery,22,22,22,72.103181818,150,F,F,N
3,MD,General Surgery,47,26,47,239.03,540,F,F,N
1,MD,Diagnostic Radiology,31,31,31,44.164516129,102,F,M,N
0,MD,Diagnostic Radiology,25,25,25,34.2,102,O,M,N
0,MD,Diagnostic Radiology,12,12,12,29.94,141,O,M,N
1,MD,Diagnostic Radiology,44,41,42,9.93,31,F,M,N
1,MD,Diagnostic Radiology,15,14,14,8.81,39,F,M,N
0,MD,Diagnostic Radiology,14,14,14,31.12,141,O,M,N
0,MD,Diagnostic Radiology,70,60,60,38.08,136,O,M,N
0,MD,Diagnostic Radiology,28,18,18,28.02,135,O,M,N
1,MD,Diagnostic Radiology,17,16,16,9.18,32,F,M,N
1,MD,Diagnostic Radiology,38,38,38,91.33,302,F,M,N
1,MD,Diagnostic Radiology,35,35,35,95.43,291,F,M,N
1,MD,Family Practice,39,38,39,60.8,381.82051282,F,M,N
1,MD,Emergency Medicine,91,91,91,118.86,375,F,M,N
0,PA,Physician Assistant,39,35,39,13.172820513,108,O,M,N
0,PA,Physician Assistant,17,17,17,86.05,144,O,M,N
1,MD,Cardiology,32,31,32,235.7421875,879,F,M,N
3,MD,Ophthalmology,15,15,15,101.64,202.33333333,F,F,N
2,MD,Ophthalmology,22,22,22,65.38,184.54545455,O,F,N
3,MD,Physical Medicine and Rehabilitation,222,121,222,73.29,106,F,F,N
2,MD,Psychiatry,303,62,303,111.13,225,O,F,N
2,Other,Nurse Practitioner,53,41,45,19.99,51.358490566,O,F,N
3,MS,Other,16,16,16,137.57875,294.220625,F,F,N
3,Organization,Anesthesiology,12,12,12,14.03,350,F,F,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),12,12,12,197.1925,1638,F,M,N
1,MD,Family Practice,84,76,84,60.8,396.35714286,F,M,N
1,MD,Emergency Medicine,123,119,123,117.96,330.94308943,F,M,N
1,MD,Diagnostic Radiology,36,34,36,121.79,366,F,M,N
0,MD,Diagnostic Radiology,30,27,27,29.194333333,87.933333333,O,M,N
1,MD,Diagnostic Radiology,23,22,22,72.000869565,219,F,M,N
0,MD,Diagnostic Radiology,28,26,26,179.53892857,664.53571429,O,M,N
1,MD,Diagnostic Radiology,75,73,75,106.31973333,325,F,M,N
1,MD,Diagnostic Radiology,14,13,14,37.41,113,F,M,N
1,MD,Emergency Medicine,15,15,15,140.02066667,461,F,M,N
1,MD,Emergency Medicine,53,53,53,219.64,1110,F,M,N
3,MD,Emergency Medicine,146,142,146,117.2159589,827.34931507,F,F,N
2,Organization,Dermatology,11,11,11,90.74,259,O,F,N
1,DO,Gastroenterology,64,63,64,106.48703125,700,F,M,N
0,DO,Gastroenterology,149,149,149,155.7,325,O,M,N
1,DO,Internal Medicine,21,16,16,107.77,597,F,M,N
0,Organization,Centralized Flu,13,13,13,19.03,20.59,O,O,Y
0,Organization,Centralized Flu,404,398,404,19.4,19.4,O,O,N
1,MD,Emergency Medicine,118,115,118,60.49,637.25,F,M,N
0,MD,Family Practice,20,18,20,11.99,25,O,M,N
3,MD,Urology,31,19,31,80.6,145.64516129,F,F,N
3,MD,Emergency Medicine,11,11,11,116.22,996,F,F,N
3,MD,Emergency Medicine,34,34,34,220.5,1126,F,F,N
1,MD,Pathology,35,20,20,38.18,127,F,M,N
1,MD,Diagnostic Radiology,101,100,101,95.522772277,312.25742574,F,M,N
2,PA,Physician Assistant,67,62,67,85.238656716,220.01492537,O,F,N
2,PA,Physician Assistant,14,14,14,85.94,218,O,F,N
1,MD,Pulmonary Disease,14,14,14,122.96428571,378.57142857,F,M,N
0,MD,Pulmonary Disease,15,15,15,26.84,200,O,M,N
0,MD,General Surgery,65,65,65,158.65646154,351,O,M,N
1,MD,General Surgery,21,17,21,70.96,210.28571429,F,M,N
1,MD,Gastroenterology,11,11,11,222.42818182,1191.83,F,M,N
3,Organization,Diagnostic Radiology,13,13,13,29.516153846,90,F,F,N
2,MD,Family Practice,57,39,57,11.99,70,O,F,N
2,MD,Family Practice,17,16,17,4.87,35,O,F,N
2,MD,Family Practice,13,12,13,19.9,110,O,F,N
2,MD,Family Practice,104,102,104,23.88,65,O,F,N
1,Organization,Pathology,16,12,12,39.18,127,F,M,N
1,MD,Diagnostic Radiology,56,55,56,59.557142857,246,F,M,N
1,MD,Diagnostic Radiology,75,73,75,88.6736,349.26666667,F,M,N
1,MD,Diagnostic Radiology,57,56,57,51.373333333,232,F,M,N
1,MD,Diagnostic Radiology,22,20,20,8.4363636364,52,F,M,N
1,MD,Diagnostic Radiology,14,13,14,10.892142857,72,F,M,N
1,MD,Diagnostic Radiology,214,158,213,8.8565420561,48,F,M,N
1,MD,Diagnostic Radiology,32,28,32,17.1825,70,F,M,N
1,MD,Diagnostic Radiology,119,116,119,39.169243697,156,F,M,N
1,MD,Diagnostic Radiology,13,13,13,28.085384615,103.38461538,F,M,N
0,MD,Family Practice,37,32,32,23.289189189,49,O,M,N
1,MD,Pathology,54,44,45,12.99,73.2,F,M,N
1,MD,Pathology,106,49,49,64.37,320.5,F,M,N
1,MD,Pathology,294,81,81,29.07,270.6,F,M,N
2,MD,Family Practice,221,137,221,74.724705882,146.11764706,O,F,N
2,MD,Dermatology,17,12,17,184.53,512,O,F,N
2,MD,Dermatology,83,83,83,90.567951807,220,O,F,N
2,MD,Dermatology,341,274,341,88.151348974,215,O,F,N
0,MD,Otolaryngology,14,12,14,95.068571429,232.5,O,M,N
0,MD,Otolaryngology,1120,40,59,12.44,22.5,O,M,N
0,MD,Otolaryngology,11,11,11,42.33,175,O,M,N
0,DPM,Podiatry,19,17,19,48.2,103.89473684,O,M,N
1,DPM,Podiatry,12,12,12,92.94,546,F,M,N
1,DPM,Podiatry,13,13,13,304.75,936,F,M,N
1,DPM,Podiatry,26,18,20,279.09346154,1152.3076923,F,M,N
1,DPM,Podiatry,32,32,32,24.21,147.90625,F,M,N
0,MD,Orthopedic Surgery,18,13,18,27.36,201,O,M,N
3,MD,Nephrology,59,57,59,146.46,515.27118644,F,F,N
0,MD,Internal Medicine,27,27,27,141.07,250,O,M,N
3,MD,Internal Medicine,69,68,69,103.98,758.28173913,F,F,N
1,MD,Diagnostic Radiology,57,56,57,8.59,37,F,M,N
1,MD,Diagnostic Radiology,18,18,18,53.73,250,F,M,N
1,MD,Diagnostic Radiology,132,115,119,9.28,42,F,M,N
1,MD,Diagnostic Radiology,56,47,53,8.59,45,F,M,N
1,MD,Diagnostic Radiology,17,15,15,8.23,37,F,M,N
1,MD,Diagnostic Radiology,15,15,15,13.35,55,F,M,N
1,MD,Diagnostic Radiology,20,20,20,12.15,164,F,M,N
2,OD,Optometry,31,31,31,150.11,189,O,F,N
0,MD,Otolaryngology,32,30,32,104.53,230,O,M,N
3,MD,Diagnostic Radiology,242,229,242,9.34,28.14,F,F,N
3,MD,Diagnostic Radiology,80,80,80,60.49,181.2,F,F,N
2,MD,Diagnostic Radiology,83,82,83,122.15,379.53,O,F,N
3,DO,Internal Medicine,12,12,12,154,455,F,F,N
0,MD,Ophthalmology,115,115,115,70.85,130,O,M,N
0,MD,Family Practice,15,15,15,19.25,20,O,M,Y
0,MD,Family Practice,66,66,66,104.04,120,O,M,N
0,PT,Physical Therapist in Private Practice,28,14,28,41.14,105,O,M,N
3,MD,Other,25,25,25,109.71,272,F,F,N
3,MD,Other,11,11,11,75.58,227,F,F,N
2,MD,Internal Medicine,37,27,37,11.99,25,O,F,N
2,MD,Family Practice,20,13,20,10.291,21,O,F,N
2,MD,Family Practice,14,14,14,4.6014285714,13,O,F,N
0,DO,Orthopedic Surgery,15,13,14,29.62,80,O,M,N
0,MD,Diagnostic Radiology,117,117,117,27.09,54,O,M,N
1,MD,Diagnostic Radiology,11,11,11,15.69,52.863636364,F,M,N
1,MD,Diagnostic Radiology,19,17,17,67.732105263,220,F,M,N
0,MD,Diagnostic Radiology,25,25,25,24.3944,68.8,O,M,N
1,MD,Diagnostic Radiology,33,32,32,9.43,35,F,M,N
0,MD,Diagnostic Radiology,56,48,56,11.788214286,40.25,O,M,N
1,MD,Diagnostic Radiology,64,56,58,8.73,29.8046875,F,M,N
3,PA,Physician Assistant,17,17,17,115.4,376,F,F,N
2,MD,Other,36,24,36,69.79,85,O,F,N
3,DO,Family Practice,26,26,26,73.13,132,F,F,N
0,MD,Interventional Cardiology,17,17,17,21.79,76,O,M,N
1,MD,Interventional Cardiology,131,54,131,70.390076336,129.44274809,F,M,N
2,Organization,Physical Therapist in Private Practice,161,37,158,25.033975155,34.862111801,O,F,N
2,MD,Otolaryngology,166,106,166,110.16,135,O,F,N
1,Organization,Neurology,17,16,16,302.66941176,560,F,M,N
1,MD,Diagnostic Radiology,17,16,16,11.457058824,76.5,F,M,N
1,MD,Diagnostic Radiology,18,17,18,8.8872222222,51,F,M,N
1,MD,Diagnostic Radiology,95,89,90,8.5778947368,47.5,F,M,N
1,MD,Diagnostic Radiology,272,271,272,89.200661765,641.65441176,F,M,N
1,MD,Diagnostic Radiology,13,13,13,29.105384615,175,F,M,N
1,MD,Diagnostic Radiology,70,69,70,22.454285714,152,F,M,N
0,DO,Otolaryngology,384,384,384,171.77,300,O,M,N
3,MD,Emergency Medicine,20,20,20,122.54,475.6,F,F,N
1,MD,Family Practice,40,40,40,191.651,464.25,F,M,N
1,MD,Interventional Radiology,27,26,27,76.132592593,934.5,F,M,N
1,MD,Interventional Radiology,36,26,32,30.015,413.7,F,M,N
1,MD,Interventional Radiology,14,14,14,96.07,808.8,F,M,N
2,MD,Obstetrics & Gynecology,32,26,32,68.94,122,O,F,N
1,DO,Interventional Radiology,11,11,11,85.016363636,309,F,M,N
1,DO,Interventional Radiology,28,27,28,114.645,544,F,M,N
1,DO,Interventional Radiology,41,40,41,74.60804878,324,F,M,N
1,DO,Interventional Radiology,13,13,13,115.18,560,F,M,N
1,DO,Interventional Radiology,52,51,51,9.4798076923,38.365384615,F,M,N
